paper_title,author_names,year,publication_venue,index
atopss a publishsubscrib system support imperfect inform process,"haifeng liu, hans-arno jacobsen",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e40208
semant mine and analysi of gene express data,"xin xu, gao cong, beng chin ooi, kian-lee tan, anthony k. h. tung",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e40203
comput frequent itemset insid oracl 10g,"wei li, ari mozes",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e40201
pivot and unpivot optim and execut strategi in an rdbms,"conor cunningham, césar a. galindo-legaria, goetz graefe",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401e1
effici index method for probabilist threshold queri over uncertain data,"reynold cheng, yuni xia, sunil prabhakar, rahul shah, jeffrey scott vitter",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401d7
gpx interact mine of gene express data,"daxin jiang, jian pei, aidong zhang",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e40200
queri and updat effici btree base index of move object,"christian s. jensen, dan lin, beng chin ooi",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401ce
architectur and algorithm for internetsc p2p data manag,joseph m. hellerstein,2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401fe
a framework for project cluster of high dimens data stream,"charu c. aggarwal, jiawei han, jianyong wang, philip s. yu",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401d5
the continu saga of dbir integr,"ricardo baeza-yates, mariano consens",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401ff
syba iq multiplex design for analyt,"roger macnicol, blaine french",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401f8
high perform index build algorithm for intranet search engin,"marcus fontoura, engene shekita, jason y. zien, sridhar rajagopalan, andreas neumann",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401eb
biolog data manag research practic and opportun,"thodoros topaloglou, susan b. davidson, h. v. jagadish, victor m. markowitz, evan w. steeg, mike tyers",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401f9
db2 design advisor integr automat physic databa design,"daniel c. zilio, jun rao, sam lightstone, guy lohman, adam storm, christian garcia-arellano, scott fadden",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401e9
databa architectur for new hardwar,anastassia ailamaki,2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401fb
the bloomba person content databa,"raymie stata, patrick hunt, m. g. thiruvalluvan",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401f5
trend in data wareh a practit view,william o'connell,2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401f6
databa challeng in the integr of biom data set,"rakesh nagarajan, mushtaq ahmed, aditya phatak",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401f4
effici queri evalu on probabilist databa,"nilesh dalvi, dan suciu",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401d6
manag data from highthroughput genom process a case studi,"toby bloom, ted sharpe",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401f3
an annot manag system for relat databa,"deepavali bhagwat, laura chiticariu, wang-chiew tan, gaurav vijayvargiya",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401d9
product databa system make them easi is hard work,david campbell,2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401f2
queri rewrit for xml in oracl xml db,"muralidhar krishnaprasad, zhen hua liu, anand manikutty, james w. warner, vikas arora, susan kotsovolos",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401ec
autom statist collect in db2 udb,"a. aboulnaga, p. haas, m. kandil, s. lightstone, g. lohman, v. markl, i. popivanov, v. raman",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401ee
the case for preci share,"sailesh krishnamurthy, michael j. franklin, joseph m. hellerstein, garrett jacobson",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e401df
place a queri processor for handl realtim spatiotempor data stream,"mohamed f. mokbel, xiaopeng xiong, walid g. aref, susanne e. hambrusch, sunil prabhakar, moustafa a. hammad",2004,vldb 04 proceed of the thirtieth intern confer on veri larg data base volum 30,53909f8c20f70186a0e40220
peter chen speak out on path to fame the root of the er model in human languag the er model in softwar engin the need for er databa and more,marianne winslett,2004,acm sigmod record,53909fca20f70186a0e45a46
mendelzon testoftim award,catriel beeri,2003,proceed of the twentyseventh acm sigmodsigactsigart symposium on principl of databa system,5390a06e20f70186a0e4c7c3
acm sigmod record,arie segev,1995,acm sigmod record,558f3ce40cf222bc17bc250b
applic of oodb and sgml techniqu in text databa an electron dictionari system,jian zhang,1995,acm sigmod record,539087cb20f70186a0d594ee
hodfa an architectur framework for homogen heterogen legaci databa,"kamalakar karlapalem, qing li, chung-dak shum",1995,acm sigmod record,539087cb20f70186a0d594f0
a close look at the ifo data model,magdy s. hanna,1995,acm sigmod record,539087cb20f70186a0d594f1
multigranular lock in multipl job class transact process system,"shan-hoi ng, sheung-lun hung",1995,acm sigmod record,539087cb20f70186a0d594f2
implement delet in btree,jan jannink,1995,acm sigmod record,539087cb20f70186a0d594f3
an annot bibliographi of benchmark for object databa,akmal b. chaudhri,1995,acm sigmod record,539087cb20f70186a0d594f5
an annot bibliographi on activ databa short version,"ulrike jaeger, johann christoph freytag",1995,acm sigmod record,539087cb20f70186a0d594f6
acm multimedia 94 confer workshop on multimedia databa manag system,"bruce berra, kingsley nwosu, bhavani thuraisingham",1995,acm sigmod record,539087cb20f70186a0d594f7
inform system research at rwth aachen,matthias jarke,1995,acm sigmod record,539087cb20f70186a0d594f8
the databa group at univ of hagen,"gunter schlageter, thomas berkel, eberhard heuel, silke mittrach, andreas scherer, wolfgang wilkes",1995,acm sigmod record,539087cb20f70186a0d594f9
a comparison of three user interfac to relat microcomput data base,"carl medsker, margaret christensen, il-yeol song",1995,acm sigmod record,539087cb20f70186a0d594fa
the third manifesto,"hugh darwen, c. j. date",1995,acm sigmod record,539087cb20f70186a0d594f4
implement aspect of an objectori dbms,"asuman dogac, mehmet altinel, cetin ozkan, ilker durusoy",1995,acm sigmod record,539087cb20f70186a0d594ef
select paper of the 9th annual acm sigactsigmodsigart symposium on principl of databa system,"yehoshua sagiv, e. k. blum",1995,select paper of the 9th annual acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b1ec
handl infinit tempor data,"f. kabanza, j.-m. stévenne, p. wolper",1995,select paper of the 9th annual acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b1f6
queri size estim by adapt sampl,"richard j. lipton, jeffrey f. naughton",1995,select paper of the 9th annual acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b1f7
constrain share lock for increa concurr in databa,"d. agrawal, a. el abbadi",1995,select paper of the 9th annual acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b1fc
the express power of the logic program semant,john s. schlipf,1995,select paper of the 9th annual acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b1fd
constraint queri languag,"paris c. kanellakis, gabriel m. kuper, peter z. revesz",1995,select paper of the 9th annual acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b1f9
on the effici of transform databa logic program,yatin p. saraiya,1995,select paper of the 9th annual acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b1ff
on the express power of datalog tool and a case studi,"phokion g. kolaitis, moshe y. vardi",1995,select paper of the 9th annual acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b201
optim jan jannink implement of btree delet,"r. maelbrancke, h. olivié",1995,acm sigmod record,539087cf20f70186a0d5b52d
multit join through bitmap join indic,"patrick o'neil, goetz graefe",1995,acm sigmod record,539087cf20f70186a0d5b52f
design and user test of a multiparadigm queri interfac to an objectori databa,"dac khoa doan, norman w. paton, alistair kilgour",1995,acm sigmod record,539087cf20f70186a0d5b531
map extend entiti relationship model to object model techniqu,joseph fong,1995,acm sigmod record,539087cf20f70186a0d5b535
normal in oodb design,byung s. lee,1995,acm sigmod record,539087cf20f70186a0d5b536
respon to “a close look at the ifo data model”,"serge abiteboul, richard hull",1995,acm sigmod record,539087cf20f70186a0d5b528
acm sigmod record,jennifer widom,1995,acm sigmod record,558fe32f0cf23515427181af
an introduct to remi fast polymorph record project,limsoon wong,1995,acm sigmod record,539087cf20f70186a0d5b53b
on the issu of valid time in tempor databa,"stavros kokkotos, efstathios v. ioannidis, themis panayiotopoulos, constantine d. spyropoulos",1995,acm sigmod record,539087cf20f70186a0d5b53c
address techniqu use in databa object manag o2 and orion,"andré gamache, nadjiba sahraoui",1995,acm sigmod record,539087cf20f70186a0d5b53e
a framework for provid consist and recov agentba access to heterogen mobil databa,"evaggelia pitoura, bharat bhargava",1995,acm sigmod record,539087cf20f70186a0d5b53d
inform find in a digit librari the stanford perspect,"tak w. yan, héctor garcía-molina",1995,acm sigmod record,539087cf20f70186a0d5b540
data manag research at the mitr corpor,"arnon rosenthal, len seligman, catherine mccollum, barbara blaustein, bhavani thuraisingham, edward lafferty",1995,acm sigmod record,539087cf20f70186a0d5b542
an aspect of queri optim in multidataba system,"chiang lee, chia-jung chen, hongjun lu",1995,acm sigmod record,539087cf20f70186a0d5b539
whi deci support fail and how to fix it,"ralph kimball, kevin strehlo",1995,acm sigmod record,539087cf20f70186a0d5b544
condit handl in sql persist store modul,jeff richey,1995,acm sigmod record,539087cf20f70186a0d5b545
turmoil at nasa and numer fund announc,xiaolei qian,1995,acm sigmod record,539087cf20f70186a0d5b543
florida intern univ high perform databa research center,"naphtali rishe, wei sun, david barton, yi deng, cyril orji, michael alexopoulos, leonardo loureiro, carlos ordonez, mario sanchez, artyom shaposhnikov",1995,acm sigmod record,539087cf20f70186a0d5b541
metu interop databa system,"a. dogac, c. dengi, e. kilic, g. ozhan, f. ozcan, s. nural, c. evrendilek, u. halici, b. arpinar, p. koksal, n. kesim, s. mancuhan",1995,acm sigmod record,539087cf20f70186a0d5b53f
algebra for queri text region extend abstract,"mariano p. consens, tova milo",1995,pod 95 proceed of the fourteenth acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b6d3
sequenc datalog and transduc,"giansalvatore mecca, anthony j. bonner",1995,pod 95 proceed of the fourteenth acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b6d6
similarityba queri,"h. v. jagadish, alberto o. mendelzon, tova milo",1995,pod 95 proceed of the fourteenth acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b6da
databa metatheori ask the big queri,christos h. papadimitriou,1995,pod 95 proceed of the fourteenth acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b6d2
proceed of the fourteenth acm sigactsigmodsigart symposium on principl of databa system,mihalis yannakakis,1995,joint acm sigmod intl confer on manag of data and acm sigactsigmod sigart symposium on principl of databa system,539087cf20f70186a0d5b6cf
measur infinit relat,"jan chomicki, gabriel kuper",1995,pod 95 proceed of the fourteenth acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b6e5
denseord constraint databa extend abstract,"stéphane grumbach, jianwen su",1995,pod 95 proceed of the fourteenth acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b6e3
window queryoptim cluster of spatial object,"bernd-uwe pagel, hans-werner six, mario winter",1995,pod 95 proceed of the fourteenth acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b6e8
constraint program and databa languag a tutori,paris kanellakis,1995,pod 95 proceed of the fourteenth acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b6dd
separ of polyhedra for optim filter of spatial and constraint data,"alexander brodsky, catherine lassez, jean-louis lassez, michael j. maher",1995,pod 95 proceed of the fourteenth acm sigactsigmodsigart symposium on principl of databa system,539087cf20f70186a0d5b6df
