paper_title,author_names,year,publication_venue,index
storag estim for multidimension aggreg in the presenc of hierarchi,"amit shukla, prasad deshpande, jeffrey f. naughton, karthikeyan ramasamy",1996,vldb,53e9ac8fb7602d9703665d27
design and develop of a stream servic in a heterogen client environ,"nikos pappas, stavros christodoulakis",2000,vldb,53e99e13b7602d97026d6129
project xml document,"amélie marian, jérôme siméon",2003,vldb,53e99832b7602d9702056c3d
queri process for highvolum xml messag broker,"yanlei diao, michael j. franklin",2003,vldb,53e9a554b7602d9702e78ba8
high level index of userdefin type,"weidong chen, jyh-herng chow, you-chin fuh, jean grandbois, michelle jou, nelson mendonça mattos, brian t. tran, yun wang",1999,vldb,53e99893b7602d97020cc657
xxl a librari approach to support effici implement of advanc databas queri,"jochen van den bercken, björn blohsfeld, jens-peter dittrich, jürgen krämer, tobias schäfer, martin schneider 0006, bernhard seeger",2001,vldb,53e9badfb7602d970470e622
multipleview selfmainten in data wareh environ,nam huyn,1997,vldb,53e9aaf3b7602d9703473520
resourc schedul in enhanc payperview continu media databas,"minos n. garofalakis, banu özden, abraham silberschatz",1997,vldb,53e99ca8b7602d970255a8b4
tabular placement of relat data on memsbas storag devic,"hailing yu, divyakant agrawal, amr el abbadi",2003,vldb,53e9a797b7602d97030cf9a4
cirqul complex inform retriev queri languag,vojkan mihajlovic,2003,vldb phd workshop,53e9a46ab7602d9702d85885
load shed in a data stream manag,"nesime tatbul, ugur çetintemel, stanley b. zdonik, mitch cherniack, michael stonebraker",2003,vldb,53e9b444b7602d9703f420f1
experi report exploit advanc databas optim featur for largescal sap r3 instal,"bernhard zeller, alfons kemper",2002,vldb,53e9a689b7602d9702fbe6bb
fast time sequenc index for arbitrari lp norm,"byoung-kee yi, christos faloutsos",2000,vldb,53e998f6b7602d9702136b34
queri the internet with pier,"ryan huebsch, joseph m. hellerstein, nick lanham, boon thau loo, scott shenker, ion stoica",2003,vldb,53e9ace9b7602d97036c80bb
xperanto middlewar for publish objectrel data as xml document,"michael j. carey, jerry kiernan, jayavel shanmugasundaram, eugene j. shekita, subbu n. subramanian",2000,vldb,53e9a0dfb7602d97029cc607
opossum desktop schema manag through customiz visual,"eben m. haber, yannis e. ioannidis, miron livny",1995,vldb,53e998f6b7602d97021316c6
wscatalognet an infrastructur for creat peer and queri ecatalog communiti,"karim baïna, boualem benatallah, hye-young paik, farouk toumani, christophe rey, agnieszka rutkowska, bryan harianto",2004,vldb,53e9b861b7602d970442b37a
perform of futur databas system bottleneck and bonananza,chaitanya k. baru,1996,vldb,53e9b8a1b7602d970447a229
coarsegrain optim techniqu for rewrit sql statement sequenc,"tobias kraft, holger schwarz, ralf rantzau, bernhard mitschang",2003,vldb,53e9aa50b7602d97033c1230
sigmod digit symposium collect disc editor messag,isabel f. cruz,2000,sigmod record,53e998e9b7602d9702127c37
databas system break out of the box,"abraham silberschatz, stanley b. zdonik",1997,sigmod record,53e99940b7602d970217c6c8
trade press news,rafael alonso,1995,sigmod record,53e99853b7602d970208a66f
databas research at columbia univers,"shih-fu chang, luis gravano, gail e. kaiser, kenneth a. ross, salvatore j. stolfo",1998,sigmod record,53e9abb2b7602d97035628a8
report on the 17th brazilian symposium on databas system sbbd 2002,"ana carolina salgado, nina edelweiss",2003,sigmod record,53e99e78b7602d970273a42f
entityrelationship model revisit,antonio badia,2004,sigmod record,53e99a1ab7602d970226cc04
agent turst and inform access on the semant web,"timothy w. finin, anupam joshi",2002,sigmod record,53e9bd11b7602d970499a504
the activ databas central er2000 vldb 2000 wise 2000 book acm dl,unamed,1999,sigmod record,53e9b355b7602d9703e325a1
illustra web datablad modul,john gaffney,1996,sigmod record,53e9a952b7602d97032a4548
quasicub exploit approxim in multidimension databas,"daniel barbará, mark sullivan",1997,sigmod record,53e9a13fb7602d9702a2cf10
research in databas engin at the univers of namur,jean-luc hainaut,2003,sigmod record,53e9ba64b7602d970467fcd7
use quantit inform for effici associ rule generat,"bruno pôssas, wagner meira jr., márcio de carvalho, rodolfo f. resende",2000,sigmod record,53e9a636b7602d9702f66404
object databas evolut use separ of concern,"awais rashid, peter sawyer",2000,sigmod record,53e9ba05b7602d97046045ef
inform visual guest editor foreword,"tiziana catarci, isabel f. cruz",1996,sigmod record,53e9a958b7602d97032aeb9e
a map mechan to support bitmap index and other auxiliari structur on tabl store as primari btree,"eugene inseok chong, jagannathan srinivasan, souripriya das, chuck freiwald, aravind yalamanchi, mahesh jagannath, anh-tuan tran, ramkumar krishnan, richard jiang",2003,sigmod record,53e9bb72b7602d97047b3502
from ternari relationship to relat tabl a case against common belief,rafael camps,2002,sigmod record,53e9a689b7602d9702fb96f0
use unknown to prevent discoveri of associ rule,"yücel saygin, vassilios s. verykios, chris clifton",2001,sigmod record,53e9a00ab7602d97028eb732
integr tempor realtim and activ databas,"krithi ramamritham, rajendran m. sivasankaran, john a. stankovic, donald f. towsley, ming xiong",1996,sigmod record,53e9aa9cb7602d97034149ef
special issu on data mine for intrus detect and threat analysi guest editor introduct,daniel barbará,2001,sigmod record,53e9abf1b7602d97035b077b
a holist paradigm for larg scale schema match,"bin he, kevin chen-chuan chang",2004,sigmod record,53e9ad63b7602d970374bbc7
agentbas semant interoper in infosleuth,"jerry fowler, brad perry, marian h. nodine, bruce bargmeyer",1999,sigmod record,53e9a0dfb7602d97029cc300
applic of the java program languag to databas manag,"bradley f. burton, v. wiktor marek",1998,sigmod record,53e9b7cdb7602d970437c915
knowledg discoveri in data warehous,themistoklis palpanas,2000,sigmod record,53e9b17ab7602d9703c03ddb
new tpc benchmark for decis support and web commerc,"meikel pöss, chris floyd",2000,sigmod record,53e9a8e2b7602d9703230aa8
access of the databas literatur,richard t. snodgrass,2001,sigmod record,53e9ab2cb7602d97034ba1f9
the design of a retriev techniqu for highdimension data on tertiari storag,"ratko orlandic, jack lukaszuk, craig swietlik",2002,sigmod record,53e9b159b7602d9703bdd9b3
design principl for dataintens web site,"stefano ceri, piero fraternali, stefano paraboschi",1999,sigmod record,53e9a202b7602d9702b00c2c
build databasedriven electron catalog,sherif danish,1998,sigmod record,53e9aa3ab7602d97033a786d
what can hierarchi do for data warehous,"h. v. jagadish, laks v. s. lakshmanan, divesh srivastava",1999,vldb,53e9a360b7602d9702c6e4af
userdefin tabl oper enhanc extens for ordbm,"michael jaedicke, bernhard mitschang",1999,vldb,53e9b5ceb7602d9704118c76
scientif olap for the biotech domain,nam huyn,2001,vldb,53e9bc21b7602d970488e2a5
discov keyword search in relat databas,"vagelis hristidis, yannis papakonstantinou",2002,vldb,53e9b4b4b7602d9703fccc99
nexusscout an advanc locationbas applic on a distribut open mediat platform,"daniela nicklas, matthias großmann, thomas schwarz",2003,vldb,53e9b01db7602d9703a79552
push technolog person through event correl,"asaf adi, david botzer, opher etzion, tali yatzkar-haham",2000,vldb,53e99d28b7602d97025db000
the network as a global databas challeng of interoper proactiv interact legaci,"peter c. lockemann, ulrike kölsch, arne koschel, ralf kramer, ralf nikolai, mechtild wallrath, hans-dirk walter",1997,vldb,53e99d13b7602d97025c7750
effici numer error bound for replic network servic,"haifeng yu, amin vahdat",2000,vldb,53e9b549b7602d970407d58b
retre an effici index structur for regular express,"chee yong chan, minos n. garofalakis, rajeev rastogi",2002,vldb,53e9b46fb7602d9703f6e2e2
link busi to deliv valu a data manag challeng,anand deshpande,2000,vldb,53e9a1b6b7602d9702aad677
wareh workflow data challeng and opportun,"angela bonifati, fabio casati, umeshwar dayal, ming-chien shan",2001,vldb,53e9a791b7602d97030ce622
generic schema match with cupid,"jayant madhavan, philip a. bernstein, erhard rahm",2001,vldb,53e9a9beb7602d970331c113
determin text databas to search in the internet,"weiyi meng, king-lup liu, clement t. yu, xiaodong wang, yuhsi chang, naphtali rishe",1998,vldb,53e9ae17b7602d970382644d
atopss a publishsubscrib system support imperfect inform process,"haifeng liu, hans-arno jacobsen",2004,vldb,53e9ad8db7602d9703784a16
algorithm for mine associ rule for binari segment of huge categor databas,"yasuhiko morimoto, takeshi fukuda, hirofumi matsuzawa, takeshi tokuyama, kunikazu yoda",1998,vldb,53e9a906b7602d9703258b2a
the cubetre storag organ,"nick roussopoulos, yannis kotidis",1998,vldb,53e99ad7b7602d970235958d
semant access semant interfac for queri databas,"naphtali rishe, jun yuan, rukshan athauda, shu-ching chen, xiaoling lu, xiaobin ma, alexander vaschillo, artyom shaposhnikov, dmitry vasilevsky",2000,vldb,53e9a618b7602d9702f4ac91
the treescap system reus of precomput aggreg over irregular olap hierarchi,"torben bach pedersen, christian s. jensen, curtis e. dyreson",2000,vldb,53e9a3d4b7602d9702ceacd0
optim multifeatur queri for imag databas,"ulrich güntzer, wolf-tilo balke, werner kießling",2000,vldb,53e998a3b7602d97020dc3bf
oodb bulk load revisit the partitionedlist approach,"janet l. wiener, jeffrey f. naughton",1995,vldb,53e9a2fbb7602d9702c07c03
approxim string join in a databas almost for free,"luis gravano, panagiotis g. ipeirotis, h. v. jagadish, nick koudas, s. muthukrishnan, divesh srivastava",2001,vldb,53e9b991b7602d970458382d
what happen dure a join dissect cpu and memori optim effect,"stefan manegold, peter a. boncz, martin l. kersten",2000,vldb,53e9b822b7602d97043db8e9
similar search for adapt ellipsoid queri use spatial transform,"yasushi sakurai, masatoshi yoshikawa, ryoji kataoka, shunsuke uemura",2001,vldb,53e9bd04b7602d970498de33
rethink databas system architectur toward a selftun riscstyl databas system,"surajit chaudhuri, gerhard weikum",2000,vldb,53e9b7c1b7602d970436c246
manag interv effici in objectrel databas,"hans-peter kriegel, marco pötke, thomas seidl",2000,vldb,53e9a6a6b7602d9702fda536
estim the select of spatial queri use the correl fractal dimens,"alberto belussi, christos faloutsos",1995,vldb,53e9b634b7602d970418e6d3
a onepass algorithm for accur estim quantil for diskresid data,"khaled alsabti, sanjay ranka, vineet singh",1997,vldb,53e9b5a2b7602d97040e9ba6
the general pregroup transform aggregatequeri optim in the presenc of depend,"aris tsois, timos k. sellis",2003,vldb,53e9a603b7602d9702f2ec69
minesettm a system for highend data mine and visual,unamed,1996,vldb,53e9b87fb7602d9704451191
biodivers informat infrastructur an inform common for the biodivers communiti,"gladys a. cotter, barbara t. bauldock",2000,vldb,53e9aa49b7602d97033ba19f
updat propag strategi for improv the qualiti of data on the web,"alexandros labrinidis, nick roussopoulos",2001,vldb,53e9bcfdb7602d9704986a68
bind propag in disjunct databas,sergio greco,1998,vldb,53e9aaa3b7602d970341d6e8
queri multipl featur of group in relat databas,"damianos chatziantoniou, kenneth a. ross",1996,vldb,53e9a8ffb7602d9703251ecc
the longterm preserv of authent electron record,luciana duranti,2001,vldb,53e9aadfb7602d97034614ed
hash join and hash team in microsoft sql server,"goetz graefe, ross bunker, shaun cooper",1998,vldb,53e9b10fb7602d9703b8c48f
oracl industri exhibit,amy pogue,1998,vldb,53e99838b7602d970205f54f
an inject of tree awar ad staircas join to postgresql,"sabine mayer, torsten grust, maurice van keulen, jens teubner",2004,vldb,53e9a44fb7602d9702d6cd99
a platform base on the multidimension data model for analysi of biomolecular structur,"srinath srinivasa, sujit kumar",2003,vldb,53e9b373b7602d9703e522c1
watchman a data warehous intellig cach manag,"peter scheuermann, junho shim, radek vingralek",1996,vldb,53e9b4c3b7602d9703fdc042
implement of two semant queri optim techniqu in db2 univers databas,"qi cheng, jarek gryz, fred koo, t. y. cliff leung, linqi liu, xiaoyan qian, k. bernhard schiefer",1999,vldb,53e9b421b7602d9703f1a155
small materi aggreg a light weight index structur for data wareh,guido moerkotte,1998,vldb,53e9b152b7602d9703bd4396
support increment join queri on rank input,"apostol natsev, yuan-chi chang, john r. smith, chung-sheng li, jeffrey scott vitter",2001,vldb,53e9bad0b7602d97046fd79f
costbas select of path express process algorithm in objectori databas,"georges gardarin, jean-robert gruser, zhao-hui tang",1996,vldb,53e99f02b7602d97027ceca4
veri larg databas in a commerci applic environ,karl-heinz hess,1996,vldb,53e99d7ab7602d970263899a
tpcd the challeng issu and result,ramesh bhashyam,1996,vldb,53e9af81b7602d97039c4d92
webservic composit with ograp and osiri,"roger weber, christoph schuler, patrick neukomm, heiko schuldt, hans-jörg schek",2003,vldb,53e9aff4b7602d9703a4878f
datawareh has more colour than just black white,"thomas zurek, markus sinnwell",1999,vldb,53e9a8b0b7602d9703200e80
activ xml peertop data and web servic integr,"serge abiteboul, omar benjelloun, ioana manolescu, tova milo, roger weber",2002,vldb,53e99894b7602d97020d08a1
general gloss to vectorspac databas and broker hierarchi,"luis gravano, hector garcia-molina",1995,vldb,53e99ea7b7602d97027701a1
vipa virtual link power author search in the web,"chi-chun lin, ming-syan chen",2003,vldb,53e9b873b7602d9704443753
bypass join in disjunct queri,"michael steinbrunn, klaus peithner, guido moerkotte, alfons kemper",1995,vldb,53e9aa5cb7602d97033cb71d
implement xqueri,paul cotton,2002,sigmod confer,53e997b9b7602d9701f9ec80
a bilevel bernoulli scheme for databas sampl,"peter j. haas, christian koenig",2004,sigmod confer,53e9b891b7602d9704464f49
dynam content acceler a cach solut to enabl scalabl dynam web page generat,"anindya datta, kaushik dutta, krithi ramamritham, helen m. thomas, debra e. vandermeer",2001,sigmod confer,53e9ace1b7602d97036bc3fb
transact support for index view,"goetz graefe, michael j. zwilling",2004,sigmod confer,53e9b5f3b7602d9704146102
host the net runtim in microsoft sql server,"alazel acheson, mason bendixen, josé a. blakeley, peter carlin, ebru ersan, jun fang, xiaowei jiang, christian kleinerman, balaji rathakrishnan, gideon schaller, beysim sezgin, ramachandran venkatesh, honggang zhang",2004,sigmod confer,53e9b565b7602d970409df92
tpcds take decis support benchmark to the next level,"meikel pöss, bryan smith, lubor kollár, per-åke larson",2002,sigmod confer,53e9babab7602d97046e6b56
sonar system for optim numer associationrul,"takeshi fukuda, yasuhiko morimoto, shinichi morishita, takeshi tokuyama",1996,sigmod confer,53e9be1ab7602d9704ad4280
bring objectrel technolog to mainstream,"vishu krishnamurthy, sandeepan banerjee, anil nori",1999,sigmod confer,53e9ace9b7602d97036c9763
a framework for chang diagnosi of data stream,charu c. aggarwal,2003,sigmod confer,53e9aa2bb7602d970339ae46
manag larg system with db2 udb,chris eaton,1998,sigmod confer,53e9a92ab7602d970327d1e8
integr vertic and horizont partit into autom physic databas design,"sanjay agrawal, vivek r. narasayya, beverly yang",2004,sigmod confer,53e9af40b7602d970397d55a
an overview of db2 parallel edit,"chaitanya k. baru, gilles fecteau, ambuj goyal, hui-i hsiao, anant jhingran, sriram padmanabhan, walter g. wilson",1995,sigmod confer,53e99b1bb7602d97023b2526
