paper_title,author_names,year,publication_venue,index
hdey visual cluster of high dimens data,"alexander hinneburg, daniel a. keim, markus wawryniuk",2002,sigmod confer,53e9b1eab7602d9703c8248d
obk an onlin high energi physic metadata repositori,"i. alexandrov, antonio amorim, e. badescu, m. barczyk, d. burckhart-chromek, mihai caprini, m. dobson, j. flammer, r. hart, r. jones, andrei kazarov, s. kolos, v. kotov, dietrich liko, levi lucio, l. mapelli, m. mineev, l. moneta, i. papadopoulos, m. nassiakou, n. parrington, luis pedro, a. ribeiro, yu. ryabov, d. schweiger, igor soloviev, h. wolters",2002,vldb,53e9a562b7602d9702e89f39
clientba access control manag for xml document,"luc bouganim, françois dang ngoc, philippe pucheral",2004,vldb,53e9aef1b7602d9703921d48
manipul interpol data is easier than you thought,"stéphane grumbach, philippe rigaux, luc segoufin",2000,vldb,53e9a301b7602d9702c0ac1d
lmrp a buffer manag strategi for interact continu data flow in a multimedia dbms,"frank moser, achim kraiss, wolfgang klas",1995,vldb,53e9a66db7602d9702f9dee9
autom select of materi view and index in sql databa,"sanjay agrawal, surajit chaudhuri, vivek r. narasayya",2000,vldb,53e9bb72b7602d97047b56c0
the semant web semant for data on the web,"stefan decker, vipul kashyap",2003,vldb,53e9abebb7602d97035a8555
a space effici persist implement of an index for dna sequenc,gabriele witterstein,2003,vldb phd workshop,53e9b9edb7602d97045e6ff4
panel futur direct of databa research the vldb broaden strategi part 2,michael l. brodie,2000,vldb,53e9ba54b7602d970466d248
comput geograph scope of web resourc,"junyan ding, luis gravano, narayanan shivakumar",2000,vldb,53e9a6e6b7602d9703019dd0
the next logic framework for xqueri,"alin deutsch, yannis papakonstantinou, yu xu",2004,vldb,53e9a6a6b7602d9702fda5a0
hifi a unifi architectur for high fanin system,"owen cooper, anil edakkunni, michael j. franklin, wei hong, shawn r. jeffery, sailesh krishnamurthy, frederick reiss, shariq rizvi, eugene wu 0002",2004,vldb,53e9b828b7602d97043deca1
select estim in exten databa a neural network approach,"m. seetha lakshmi, shaoyu zhou",1998,vldb,53e9a555b7602d9702e7d62c
queri process techniqu for multiv access method,"jochen van den bercken, bernhard seeger",1996,vldb,53e9b27bb7602d9703d23bde
databa architectur optim for the new bottleneck memori access,"peter a. boncz, stefan manegold, martin l. kersten",1999,vldb,53e9a1b6b7602d9702aacec2
the beaxqrl stream xqueri processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j. carey, arvind sundararajan, geetika agrawal",2003,vldb,53e9b30ab7602d9703dd0dc1
bellcor adaptx har system for manag inform on internet and intranet,amit p. sheth,1996,vldb,53e9be43b7602d9704b01698
geoenviron and medic data manag in the rasdaman system,"peter baumann, paula furtado, roland ritsch, norbert widmann",1997,vldb,53e9b337b7602d9703e07634
xqueri optim,philippe michiels,2003,vldb phd workshop,53e997bab7602d9701fa0ae6
perform measur of tertiari storag devic,"theodore johnson, ethan l. miller",1998,vldb,53e99dfeb7602d97026c1f38
the complex of fulli materi coalesc cube,"yannis sismanis, nick roussopoulos",2004,vldb,53e99fd6b7602d97028b5e0b
agflow agentba crossenterpri workflow manag system,"liangzhao zeng, boualem benatallah, phuong nguyen, anne h. h. ngu",2001,vldb,53e9a2e4b7602d9702bebb73
xml schema in oracl xml db,"ravi murthy, sandeepan banerjee",2003,vldb,53e9bd18b7602d97049a1bc4
xissr xml index and storag system use rdbms,"philip j. harding, quanzhong li, bongki moon",2003,vldb,53e9ada5b7602d97037a57ed
veri larg databa how larg how differ,david vaskevitch,1995,vldb,53e9b061b7602d9703ac4f49
product databa system make them easi is hard work,david campbell,2004,vldb,53e9b92ab7602d9704516f07
process objectori queri with invert late bound function,"staffan flodin, tore risch",1995,vldb,53e9b7a5b7602d970434d608
cacheport ii accel of veri larg scale data centerhost databasedriven web applic,"wen-syan li, oliver po, wang-pin hsiung, k. selçuk candan, divyakant agrawal, yusuf akca, kunihiro taniguchi",2003,vldb,53e9b403b7602d9703ef8825
analysi and design of approxim queri over xml document use statist techniqu,stefania marrara,2003,vldb phd workshop,53e99a57b7602d97022bf9fc
infer and predict of uncertain event in activ system a languag and execut model,segev wasserkrug,2003,vldb phd workshop,53e99b56b7602d97023fb3b5
fast highdimens data search in incomplet databa,"beng chin ooi, cheng hian goh, kian-lee tan",1998,vldb,53e9a93fb7602d9703294bfc
benchmark spatial join oper with spatial output,"erik g. hoel, hanan samet",1995,vldb,53e9b496b7602d9703fa134d
mar a system for publish xml from mix and redund storag,"alin deutsch, val tannen",2003,vldb,53e9a825b7602d970316fa4c
planpertupl optim solut parallel execut of expen userdefin function,"felipe cariño, william o'connell",1998,vldb,53e99c6eb7602d97025202f3
wiseintegr an automat integr of web search interfac for ecommerc,"hai he, weiyi meng, clement t. yu, zonghuan wu",2003,vldb,53e9a689b7602d9702fbae9b
retriev of composit multimedia object,"surajit chaudhuri, shahram ghandeharizadeh, cyrus shahabi",1995,vldb,53e9ad63b7602d970374b7f3
sensor data mine similar search and pattern analysi,christos faloutsos,2002,vldb,53e9aa48b7602d97033b35e3
expir data in a wareh,"hector garcia-molina, wilburt labio, jun yang 0001",1998,vldb,53e9abfeb7602d97035bfb03
oper system exten for the teradata parallel vldb,"john catozzi, sorana rabinovici",2001,vldb,53e9a4e5b7602d9702e08bf6
public a deci tree classifi that integr build and prune,"rajeev rastogi, kyuseok shim",1998,vldb,53e9aad9b7602d970345a1da
cord automat generat of correl statist in db2,"ihab f. ilyas, volker markl, peter j. haas, paul g. brown, ashraf aboulnaga",2004,vldb,53e9b062b7602d9703acad8f
gemba a geometr mediat for brain analysi with surfac ensembl,"simone santini, amarnath gupta",2002,vldb,53e9ba8ab7602d97046b10c1
inform integr the momi project demonstr,"domenico beneventano, sonia bergamaschi, silvana castano, alberto corni, r. guidetti, g. malvezzi, michele melchiori, maurizio vincini",2000,vldb,53e9bc6eb7602d97048e8877
data morph an adapt cacheconsci storag techniqu,"richard a. hankins, jignesh m. patel",2003,vldb,53e9a178b7602d9702a6b83c
integr reliabl memori in databa,"wee teck ng, peter m. chen",1997,vldb,53e9a94cb7602d970329f351
control access to publish data use cryptographi,"gerome miklau, dan suciu",2003,vldb,53e9b9e7b7602d97045e1a7d
improv adapt similar queri process by use approxim,"mihael ankerst, bernhard braunmüller, hans-peter kriegel, thomas seidl",1998,vldb,53e9b321b7602d9703dede5b
primit for workload summar and implic for sql,"surajit chaudhuri, prasanna ganesan, vivek r. narasayya",2003,vldb,53e9acf0b7602d97036cea0f
multidimens substr select estim,"h. v. jagadish, olga kapitskaia, raymond t. ng, divesh srivastava",1999,vldb,53e9af39b7602d9703974bd8
build hierarch classifi use class proxim,"ke wang, senqiang zhou, shiang chen liew",1999,vldb,53e9b2b1b7602d9703d590d1
hierarch prefix cube for rangesum queri,"chee yong chan, yannis e. ioannidis",1999,vldb,53e9b549b7602d970408058f
access a relat databa through an objectori databa interfac,"jack a. orenstein, d. n. kamber",1995,vldb,53e9b42fb7602d9703f268fa
smooth a distribut multimedia databa system,"harald kosch, lászló böszörményi, alexander bachlechner, christian hanin, christian hofbauer, margit lang, carmen riedler, roland tusch",2001,vldb,53e9a051b7602d9702936b27
ptime high scalabl oltp dbms for manag updateinten stream workload,"sang kyun cha, changbin song",2004,vldb,53e9ba59b7602d97046755a4
ghost fine granular buffer of index,"cheng hian goh, beng chin ooi, d. sim, kian-lee tan",1999,vldb,53e9bbadb7602d97047f5a75
datablitz a high perform mainmemori storag manag,"jerry baulier, philip bohannon, s. gogate, s. joshi, c. gupta, a. khivesera, henry f. korth, peter mcilroy, j. miller, p. p. s. narayan, m. nemeth, rajeev rastogi, abraham silberschatz, s. sudarshan 0001",1998,vldb,53e9b4a1b7602d9703fabebc
privacypreserv index of document on the network,"mayank bawa, roberto j. bayardo jr., rakesh agrawal",2003,vldb,53e9a3cdb7602d9702ce25d9
queri optim for xml,"jason mchugh, jennifer widom",1999,vldb,53e99afdb7602d970238ac7a
relat databa for queri xml document limit and opportun,"jayavel shanmugasundaram, kristin tufte, chun zhang, gang he, david j. dewitt, jeffrey f. naughton",1999,vldb,53e9b137b7602d9703bbcc97
dont be lazi be consist postgresr a new way to implement databa replic,"bettina kemme, gustavo alonso",2000,vldb,53e9bbfbb7602d970485a317
fast and accur text classif via multipl linear discrimin project,"soumen chakrabarti, shourya roy, mahesh v. soundalgekar",2002,vldb,53e9acfdb7602d97036dacd3
a caseba approach to inform integr,"maurizio panti, luca spalazzi, alberto giretti",2000,vldb,53e9b917b7602d97044fbcd6
serviceglob distribut eserv across the internet,"markus keidl, stefan seltzsam, konrad stocker, alfons kemper",2002,vldb,53e998bfb7602d97020f5b39
issu in network manag in the next millennium,"michael l. brodie, surajit chaudhuri",1999,vldb,53e9b8ccb7602d97044ac4e8
web servic industri session,felipe cabrera,2003,vldb,53e99acab7602d970234c84c
potter wheel an interact data clean system,"vijayshankar raman, joseph m. hellerstein",2001,vldb,53e9b532b7602d970406bcaa
process slide window multijoin in continu queri over data stream,"lukasz golab, m. tamer özsu",2003,vldb,53e9a178b7602d9702a6c09d
combin lock approach for schedul hard realtim transact in realtim databa,qiang wang,2003,vldb phd workshop,53e9afc0b7602d9703a0f634
mtree an effici access method for similar search in metric space,"paolo ciaccia, marco patella, pavel zezula",1997,vldb,53e9b1a9b7602d9703c33e40
obtain complet answer from incomplet databa,alon y. levy,1996,vldb,53e9b326b7602d9703df7c74
best paper of vldb 2003,"johann christoph freytag, serge abiteboul, michael j. carey",2004,vldb j,53e9aaa3b7602d970341c212
hmap a tempor data model manag interv with differ granular and indeterminaci from natur languag sentenc,"carlo combi, giuseppe pozzi",2001,vldb j,53e99beab7602d9702493ce9
a perform studi of four index structur for setvalu attribut of low cardin,"sven helmer, guido moerkotte",2003,vldb j,53e9b7e8b7602d970439810b
spatial and tempor contentba access to hypervideo databa,"haitao jiang, ahmed k. elmagarmid",1998,vldb j,53e9a31fb7602d9702c2ca9a
support topk join queri in relat databa,"ihab f. ilyas, walid g. aref, ahmed k. elmagarmid",2004,vldb j,53e9afcdb7602d9703a21cb7
check the tempor integr of interact multimedia document,"isabelle mirbel, barbara pernici, timos k. sellis, s. tserkezoglou, michalis vazirgiannis",2000,vldb j,53e9b3a3b7602d9703e85df6
a graphtheoret model for optim queri involv method,"chiang lee, chi-sheng shih, yaw-huei chen",2001,vldb j,53e9bd46b7602d97049d67ae
an xml queri engin for networkbound data,"zachary g. ives, alon y. halevy, daniel s. weld",2002,vldb j,53e9abf7b7602d97035b8ed4
deadlock detect in distribut databa system a new algorithm and a compar perform analysi,"natalija krivokapic, alfons kemper, ehud gudes",1999,vldb j,53e9aa15b7602d97033803bf
parall oodbm traver a perform evalu,"david j. dewitt, jeffrey f. naughton, john c. shafer, shivakumar venkataraman",1996,vldb j,53e99f20b7602d97027ee76f
progress evalu of nest aggreg queri,"kian-lee tan, cheng hian goh, beng chin ooi",2000,vldb j,53e9a45cb7602d9702d7891f
introduct special issu on multimedia databa,"m. tamer özsu, stavros christodoulakis",1998,vldb j,53e9b8aeb7602d970448a661
mil primit for queri a fragment world,"peter a. boncz, martin l. kersten",1999,vldb j,53e9b3e8b7602d9703ed46c1
an asymptot optim multiv btree,"bruno becker, stephan gschwind, thomas ohler, bernhard seeger, peter widmayer",1996,vldb j,53e9a297b7602d9702b9cf03
xmlenabl workflow manag for eserv across heterogen platform,"german shegalov, michael gillmann, gerhard weikum",2001,vldb j,53e9aa09b7602d970337634a
businesstobusi interact issu and enabl technolog,"brahim medjahed, boualem benatallah, athman bouguettaya, anne h. h. ngu, ahmed k. elmagarmid",2003,vldb j,53e9be3cb7602d9704afa2b1
algorithm and applic for answer rank queri use rank view,"vagelis hristidis, yannis papakonstantinou",2004,vldb j,53e9ac33b7602d97035f69c9
support effici multimedia databa explor,"wen-syan li, k. selçuk candan, kyoji hirata, yoshinori hara",2001,vldb j,53e9b4c4b7602d9703fe20a1
estim page fetch for index scan with finit lru buffer,"arun n. swami, k. bernhard schiefer",1995,vldb j,53e9bdfdb7602d9704ab1ded
thémis a databa program languag handl integr constraint,"véronique benzaken, anne doucet",1995,vldb j,53e9b7adb7602d970435685a
guest editori,malcolm p. atkinson,2000,vldb j,53e99796b7602d9701f5cf1c
opt an objectori implement for exten databa queri optim,"navin kabra, david j. dewitt",1999,vldb j,53e99d5db7602d97026181bb
minicon a scalabl algorithm for answer queri use view,"rachel pottinger, alon y. halevy",2001,vldb j,53e9b746b7602d97042df7fb
locat and access data repositori with websem,"george a. mihaila, louiqa raschid, anthony tomasic",2002,vldb j,53e9ad9eb7602d970379a5e1
titl prefac to the special issu on persist object system,unamed,1995,vldb j,53e9a4aab7602d9702dcb6d0
a formal perspect on the view select problem,"rada chirkova, alon y. halevy, dan suciu",2002,vldb j,53e9af33b7602d970396e8cc
instanceba attribut identif in databa integr,"cecil chua eng huang, roger h. l. chiang, ee-peng lim",2003,vldb j,53e9b145b7602d9703bc7e2b
concurr control in hierarch multidataba system,"sharad mehrotra, henry f. korth, abraham silberschatz",1997,vldb j,53e9a464b7602d9702d8283f
use extend featur object for partial similar retriev,"stefan berchtold, daniel a. keim, hans-peter kriegel",1997,vldb j,53e9aadfb7602d9703461883
adapt pointer swizzl strategi in object base design realiz and quantit analysi,"alfons kemper, donald kossmann",1995,vldb j,53e9b532b7602d97040682ab
algebra queri optimi for databa program languag,"alexandra poulovassilis, carol small",1996,vldb j,53e9b43db7602d9703f39c44
a taxonomi of correct criteria in databa applic,"krithi ramamritham, panos k. chrysanthis",1996,vldb j,53e9b4e9b7602d97040135c4
an experi system for objectba share in feder databa,"doug fang, shahram ghandeharizadeh",1996,vldb j,53e9b010b7602d9703a68f1b
guest editori,"vijay atluri, anupam joshi, yelena yesha",2003,vldb j,53e99796b7602d9701f5cf1b
a complet tempor relat algebra,"debabrata dey, terence m. barron, veda c. storey",1996,vldb j,53e9ab13b7602d9703499708
find hot queri pattern over an xqueri stream,"liang huai yang, mong-li lee, wynne hsu",2004,vldb j,53e9bbc8b7602d9704814149
queri process techniqu for array,"arunprasad p. marathe, kenneth salem",2002,vldb j,53e9ad04b7602d97036e13e5
parametr queri optim,"yannis e. ioannidis, raymond t. ng, kyuseok shim, timos k. sellis",1997,vldb j,53e99832b7602d970205616b
guest editori,"philip a. bernstein, yannis e. ioannidis, raghu ramakrishnan",2003,vldb j,53e99796b7602d9701f5cf1d
monoton complement for independ data wareh,"dominique laurent, jens lechtenbörger, nicolas spyratos, gottfried vossen",2001,vldb j,53e9a487b7602d9702da4e51
structur document storag and refin declar and navig access mechan in hyperstorm,"klemens böhm, karl aberer, erich j. neuhold, xiaoya yang",1997,vldb j,53e9b8dab7602d97044bba1a
guest editori databa and the web,"paolo atzeni, alberto o. mendelzon",2000,vldb j,53e9bc2db7602d970489c13e
anatomi of a nativ xml base manag system,"thorsten fiebig, sven helmer, carl-christian kanne, guido moerkotte, julia neumann, robert schiele, till westmann",2002,vldb j,53e9a6fdb7602d9703033ff0
alphasort a cachesensit parallel extern sort,"chris nyberg, tom barclay, zarka cvetanovic, jim gray, david b. lomet",1995,vldb j,53e99d21b7602d97025d7605
combin multivisu featur for effici index in a larg imag databa,"anne h. h. ngu, quan z. sheng, du q. huynh, ron lei",2001,vldb j,53e9bad7b7602d9704705e73
adapt unsupervi stream mine,"spiros papadimitriou, anthony brockwell, christos faloutsos",2004,vldb j,53e99a52b7602d97022ba714
an author system for digit librari,"elena ferrari, nabil r. adam, vijayalakshmi atluri, elisa bertino, ugo capuozzo",2002,vldb j,53e9a2bab7602d9702bc3434
advanc data process in krisi model concept implement techniqu and clientserv issu,"stefan deßloch, theo härder, nelson mendonça mattos, bernhard mitschang, joachim thomas",1998,vldb j,53e9a16ab7602d9702a5cda1
approxim queri map account for translat close,"kevin chen-chuan chang, hector garcia-molina",2001,vldb j,53e9b360b7602d9703e3e098
approxim similar retriev with mtree,"pavel zezula, pasquale savino, giuseppe amato, fausto rabitti",1998,vldb j,53e9ba59b7602d970467521b
timber a nativ xml databa,"h. v. jagadish, shurug al-khalifa, adriane chapman, laks v. s. lakshmanan, andrew nierman, stelios paparizos, jignesh m. patel, divesh srivastava, nuwee wiwatwattana, yuqing wu, cong yu",2002,vldb j,53e9b58eb7602d97040d3ec2
index nest an effici approach to index in objectori databa,"beng chin ooi, jiawei han, hongjun lu, kian-lee tan",1996,vldb j,53e9b5ceb7602d9704119167
fibonacci a program languag for object databa,"antonio albano, giorgio ghelli, renzo orsini",1995,vldb j,53e9a381b7602d9702c91d3e
titl foreword vldb journal to be publish electron index vol 4,unamed,1995,vldb j,53e9a171b7602d9702a62efb
updat knowledg base while maintain their consist,"ernest teniente, antoni olivé",1995,vldb j,53e9ae1cb7602d97038308cd
compo web servic on the semant web,"brahim medjahed, athman bouguettaya, ahmed k. elmagarmid",2003,vldb j,53e9af2db7602d9703969dc1
amit the situat manag,"asaf adi, opher etzion",2004,vldb j,53e99a52b7602d97022bb7da
learn to match ontolog on the semant web,"anhai doan, jayant madhavan, robin dhamankar, pedro domingos, alon y. halevy",2003,vldb j,53e9acfeb7602d97036deb3f
balanc energi effici and qualiti of aggreg data in sensor network,"mohamed a. sharaf, jonathan beaver, alexandros labrinidis, panos k. chrysanthis",2004,vldb j,53e9a603b7602d9702f2e2f1
a survey of approach to automat schema match,"erhard rahm, philip a. bernstein",2001,vldb j,53e9a609b7602d9702f35f7e
learn respon time for websourc use queri feedback and applic in queri optim,"jean-robert gruser, louiqa raschid, vladimir zadorozhny, tao zhan",2000,vldb j,53e99d3eb7602d97025f5b71
retrospect on aurora,"hari balakrishnan, magdalena balazinska, donald carney, ugur çetintemel, mitch cherniack, christian convey, eduardo f. galvez, jon salz, michael stonebraker, nesime tatbul, richard tibbetts, stanley b. zdonik",2004,vldb j,53e99818b7602d97020327b1
an internetba negoti server for ecommerc,"stanley y. w. su, chunbo huang, joachim hammer, yihua huang, haifei li, liu wang, youzhong liu, charnyote pluempitiwiriyawej, minsoo lee, herman lam",2001,vldb j,53e9b213b7602d9703ca9149
effici retriev of similar shape,"davood rafiei, alberto o. mendelzon",2002,vldb j,53e9a863b7602d97031aec29
parallel multisourc view mainten,"xin zhang 0002, lingli ding, elke a. rundensteiner",2004,vldb j,53e99b36b7602d97023d37b1
hyperfil a data and queri model for document,"chris clifton, hector garcia-molina, david bloom",1995,vldb j,53e9ab42b7602d97034d35ed
condit select for statist on queri express,"nicolas bruno, surajit chaudhuri",2004,sigmod confer,53e99ebdb7602d9702783702
garlic a new flavor of feder queri process for db2,"vanja josifovski, peter m. schwarz, laura m. haas, eileen tien lin",2002,sigmod confer,53e9bcd9b7602d970495fadd
real busi process meet the web,james chong,1998,sigmod confer,53e9a516b7602d9702e3b440
socqet semant olap with compress cube and summar,"laks v. s. lakshmanan, jian pei, yan zhao",2003,sigmod confer,53e9b3c1b7602d9703eae2eb
queri by hum in action with it technolog reveal,"yunyue zhu, dennis shasha, xiaojian zhao",2003,sigmod confer,53e9b3a3b7602d9703e848ae
databa tune principl experi and troubleshoot techniqu part ii,"dennis shasha, philippe bonnet",2002,sigmod confer,53e9be4ab7602d9704b05415
pix exact and approxim phrase match in xml,"sihem amer-yahia, mary f. fernández, divesh srivastava, yu xu",2003,sigmod confer,53e9b03db7602d9703a9eb2f
factor complex predic in queri to exploit index,"surajit chaudhuri, prasanna ganesan, sunita sarawagi",2003,sigmod confer,53e9a4c0b7602d9702de2c4b
compo xsl transform with xml publish view,"chengkai li, philip bohannon, henry f. korth, p. p. s. narayan",2003,sigmod confer,53e99dc5b7602d970268349c
mocha a databa middlewar system featur automat deploy of applicationspecif function,"manuel rodriguez-martinez, nick roussopoulos, john m. mcgann, stephen kelley, vadim katz, zhexuan song, joseph jájá",2000,sigmod confer,53e9bd98b7602d9704a42252
proceed of the 2001 acm sigmod intern confer on manag of data santa barbara ca usa may 2124 2001,unamed,2001,sigmod confer,53e9b2aab7602d9703d536d8
cluster method for larg databa from the past to the futur,"alexander hinneburg, daniel a. keim",1999,sigmod confer,53e9a238b7602d9702b3f840
a texqueryba xml fulltext search engin,"chavdar botev, jayavel shanmugasundaram, sihem amer-yahia",2004,sigmod confer,53e9b1afb7602d9703c3a7c2
approxim join process over data stream,"abhinandan das, johannes gehrke, mirek riedewald",2003,sigmod confer,53e99d80b7602d970263ad7d
index research forest or tree panel abstract,joseph m. hellerstein,2000,sigmod confer,53e9a885b7602d97031d50ef
gigascop high perform network monitor with an sql interfac,"charles d. cranor, yuan gao, theodore johnson, vladislav shkapenyuk, oliver spatscheck",2002,sigmod confer,53e99b6ab7602d970240f7ca
qctree an effici summari structur for semant olap,"laks v. s. lakshmanan, jian pei, yan zhao",2003,sigmod confer,53e9b5ceb7602d9704116fc0
effici and transpar applic recoveri in clientserv inform system,"david b. lomet, gerhard weikum",1998,sigmod confer,53e9b693b7602d9704205c89
imap discov complex map between databa schema,"robin dhamankar, yoonkyong lee, anhai doan, alon y. halevy, pedro domingos",2004,sigmod confer,53e99c36b7602d97024e419a
thing everi updat replic custom should know,rob golding,1995,sigmod confer,53e9a01fb7602d9702906577
tempor coalesc with now granular and incomplet inform,curtis e. dyreson,2003,sigmod confer,53e9a5f6b7602d9702f215cf
coordin backuprecoveri and data consist between databa and file system,"suparna bhattacharya, c. mohan, karen brannon, inderpal narang, hui-i hsiao, mahadevan subramanian",2002,sigmod confer,53e9b8fcb7602d97044e1d6a
multidimens cluster a new data layout scheme in db2,"sriram padmanabhan, bishwaranjan bhattacharjee, timothy malkemus, leslie cranston, matthew huras",2003,sigmod confer,53e9a37ab7602d9702c878a1
spatiallydecay aggreg over a network model and algorithm,"edith cohen, haim kaplan",2004,sigmod confer,53e9b4a5b7602d9703fb482d
data grid manag system,"arun jagatheesan, arcot rajasekar",2003,sigmod confer,53e99a2bb7602d97022880bb
visual coko a debugg for queri optim develop,"daniel j. abadi, mitch cherniack",2002,sigmod confer,53e9ae6fb7602d970388be92
on schema match with opaqu column name and data valu,"jaewoo kang, jeffrey f. naughton",2003,sigmod confer,53e9acd2b7602d97036af38a
storag technolog raid and beyond,garth a. gibson,1995,sigmod confer,53e9b54fb7602d97040855fe
will databa research have ani role in data secur panel abstract,arnon rosenthal,2001,sigmod confer,53e9b42fb7602d9703f25796
microsoftcom a highscal data manag and transact process solut,sherri kennamer,1998,sigmod confer,53e9a4d7b7602d9702df8236
design and implement of advanc knowledg process in the kdms krisi demonstr descript,"joachim thomas, stefan deßloch, nelson mendonça mattos",1995,sigmod confer,53e9b6eeb7602d9704283ccd
an open storag system for abstract object,"stephen blott, lukas relly, hans-jörg schek",1996,sigmod confer,53e9afd3b7602d9703a263db
cover your asset,michael a. olson,1995,sigmod confer,53e99808b7602d970201b0fa
enabl sovereign inform share use web servic,"rakesh agrawal, dmitri asonov, ramakrishnan srikant",2004,sigmod confer,53e9b489b7602d9703f8fe3d
captur both type and constraint in data integr,"michael benedikt, chee yong chan, wenfei fan, juliana freire, rajeev rastogi",2003,sigmod confer,53e99ffcb7602d97028e082c
dbsim a simul tool for predict databa perform,"mike lefler, mark stokrp, craig wong",1996,sigmod confer,53e99d74b7602d970262e581
queri optim in the presenc of limit access pattern,"daniela florescu, alon y. levy, ioana manolescu, dan suciu",1999,sigmod confer,53e9ab1ab7602d97034a1fae
champagn data chang propag for heterogen inform system,"ralf rantzau, carmen constantinescu, uwe heinkel, holger meinecke",2002,vldb,53e99959b7602d9702199fc1
semant data clean in genom databa,heiko müller,2003,vldb phd workshop,53e9a1fab7602d9702afc11c
optim queri execut in larg search engin with global page order,"xiaohui long, torsten suel",2003,vldb,53e9aa16b7602d9703384d4e
dynam pipelin schedul for improv interact queri perform,"tolga urhan, michael j. franklin",2001,vldb,53e9bb43b7602d970477f997
architectur for intern web servic deploy,oded shmueli,2001,vldb,53e9a02db7602d9702912824
eager aggreg and lazi aggreg,"weipeng p. yan, per-åke larson",1995,vldb,53e9abe5b7602d97035a3c5e
